number,value,datetime_start,datetime_complete,duration,params_batch_size,params_d_ff,params_d_model,params_dropout,params_e_layers,params_fc_dropout,params_head_dropout,params_learning_rate,params_n_heads,state
141,0.7713167919747208,2024-09-15 02:48:09.597013,2024-09-15 03:03:56.789450,0 days 00:15:47.192437,32,64,128,0.3,4,0.3,0.1,7.285369930230369e-05,16,COMPLETE
142,0.7779889953986275,2024-09-15 03:03:56.804698,2024-09-15 03:25:50.580592,0 days 00:21:53.775894,32,256,128,0.3,4,0.3,0.1,8.394258039456783e-05,16,COMPLETE
143,0.7767917091841572,2024-09-15 03:25:50.595096,2024-09-15 03:47:45.917538,0 days 00:21:55.322442,32,256,128,0.3,4,0.3,0.1,8.959149363205352e-05,16,COMPLETE
144,0.7748682273904947,2024-09-15 03:47:45.932153,2024-09-15 04:09:38.941392,0 days 00:21:53.009239,32,256,128,0.3,4,0.3,0.1,7.635155700942456e-05,16,COMPLETE
145,0.7721282201072008,2024-09-15 04:09:38.955773,2024-09-15 04:31:35.781070,0 days 00:21:56.825297,32,256,128,0.3,4,0.3,0.1,6.091405363555395e-05,16,COMPLETE
146,0.7776646612320147,2024-09-15 04:31:35.798232,2024-09-15 04:53:34.575656,0 days 00:21:58.777424,32,256,128,0.3,4,0.3,0.1,8.96302206969754e-05,16,COMPLETE
147,0.7788991700080041,2024-09-15 04:53:34.590849,2024-09-15 05:09:54.094935,0 days 00:16:19.504086,32,256,128,0.3,4,0.3,0.1,9.938848369792712e-05,16,COMPLETE
148,0.7777042546573248,2024-09-15 05:09:54.110319,2024-09-15 05:31:00.024392,0 days 00:21:05.914073,32,256,128,0.3,4,0.3,0.1,9.896781895732795e-05,16,COMPLETE
149,0.7754422135143031,2024-09-15 05:31:00.039161,2024-09-15 05:52:57.207999,0 days 00:21:57.168838,32,256,128,0.3,4,0.3,0.1,6.720536843534605e-05,16,COMPLETE
150,0.657914939097251,2024-09-15 05:52:57.274333,2024-09-15 06:14:48.097105,0 days 00:21:50.822772,32,256,16,0.3,4,0.3,0.1,1.0076804609222294e-05,16,COMPLETE
151,0.7810553520827566,2024-09-15 06:14:48.111798,2024-09-15 06:32:55.258236,0 days 00:18:07.146438,32,256,128,0.3,4,0.3,0.1,9.98159155086472e-05,16,COMPLETE
