number,value,datetime_start,datetime_complete,duration,params_batch_size,params_d_ff,params_d_model,params_dropout,params_e_layers,params_fc_dropout,params_head_dropout,params_learning_rate,params_n_heads,state
33,,2024-09-17 00:54:36.034290,2024-09-17 00:55:43.505870,0 days 00:01:07.471580,32,256,192,0.1,4,0.5,0.1,0.001,16,FAIL
34,0.7813603637094725,2024-09-17 00:55:43.516867,2024-09-17 01:11:50.614185,0 days 00:16:07.097318,32,256,192,0.1,4,0.5,0.1,0.0001,16,COMPLETE
35,,2024-09-17 01:11:50.627257,2024-09-17 01:13:23.555450,0 days 00:01:32.928193,16,128,128,0.30000000000000004,5,0.4,0.1,0.001,16,FAIL
36,,2024-09-17 01:13:23.565697,2024-09-17 01:14:56.868494,0 days 00:01:33.302797,16,128,128,0.30000000000000004,5,0.4,0.1,0.001,16,FAIL
37,0.6232512508677361,2024-09-17 01:14:56.878867,2024-09-17 01:26:50.866125,0 days 00:11:53.987258,64,128,128,0.30000000000000004,5,0.4,0.1,0.001,16,COMPLETE
38,0.6867171407762017,2024-09-17 01:26:50.879324,2024-09-17 01:52:53.042349,0 days 00:26:02.163025,16,320,128,0.2,6,0.5,0.0,5e-05,16,COMPLETE
39,0.7446054550730795,2024-09-17 01:52:53.054822,2024-09-17 02:03:40.548823,0 days 00:10:47.494001,64,320,256,0.1,3,0.2,0.1,0.0001,8,COMPLETE
40,0.7857617537943304,2024-09-17 02:03:40.562165,2024-09-17 02:17:47.081348,0 days 00:14:06.519183,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
41,0.7857617537943304,2024-09-17 02:17:47.093765,2024-09-17 02:31:53.108457,0 days 00:14:06.014692,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
42,0.7857617537943304,2024-09-17 02:31:53.121716,2024-09-17 02:46:00.675364,0 days 00:14:07.553648,32,320,256,0.2,4,0.30000000000000004,0.1,0.0001,16,COMPLETE
43,0.6463470204880565,2024-09-17 02:46:00.687661,2024-09-17 03:06:43.689567,0 days 00:20:43.001906,32,320,256,0.1,4,0.30000000000000004,0.1,5e-07,16,COMPLETE
44,0.6728497213760873,2024-09-17 03:06:43.702862,2024-09-17 03:29:02.140988,0 days 00:22:18.438126,32,256,192,0.30000000000000004,5,0.4,0.1,0.0001,16,COMPLETE
45,0.7604812331905757,2024-09-17 03:29:02.153742,2024-09-17 03:45:20.130784,0 days 00:16:17.977042,32,128,64,0.2,3,0.1,0.0,0.0005,16,COMPLETE
46,0.7255985956899593,2024-09-17 03:45:20.144072,2024-09-17 04:14:32.598993,0 days 00:29:12.454921,16,320,256,0.30000000000000004,4,0.5,0.1,1e-05,32,COMPLETE
47,0.45363740293683635,2024-09-17 04:14:32.611540,2024-09-17 04:20:44.527602,0 days 00:06:11.916062,48,192,256,0.4,5,0.30000000000000004,0.2,1e-06,16,COMPLETE
48,0.7241220217209057,2024-09-17 04:20:44.540854,2024-09-17 04:35:00.136308,0 days 00:14:15.595454,32,320,128,0.1,4,0.4,0.0,5e-05,32,COMPLETE
49,0.5711468958754558,2024-09-17 04:35:00.149717,2024-09-17 04:47:29.013317,0 days 00:12:28.863600,32,320,64,0.2,3,0.30000000000000004,0.1,5e-07,16,COMPLETE
50,0.7857617537943304,2024-09-17 04:47:29.025862,2024-09-17 05:01:41.833286,0 days 00:14:12.807424,32,320,256,0.2,4,0.5,0.1,0.0001,16,COMPLETE
51,0.7857617537943304,2024-09-17 05:01:41.847079,2024-09-17 05:15:56.573388,0 days 00:14:14.726309,32,320,256,0.2,4,0.5,0.1,0.0001,16,COMPLETE
52,0.7857617537943304,2024-09-17 05:15:56.585892,2024-09-17 05:30:10.237435,0 days 00:14:13.651543,32,320,256,0.2,4,0.5,0.1,0.0001,16,COMPLETE
53,0.7838047242780246,2024-09-17 05:30:10.250253,2024-09-17 05:48:02.514870,0 days 00:17:52.264617,48,320,256,0.2,4,0.5,0.1,0.0001,16,COMPLETE
54,,2024-09-17 05:48:02.528417,2024-09-17 05:49:07.154989,0 days 00:01:04.626572,32,320,192,0.30000000000000004,4,0.4,0.1,0.001,16,FAIL
55,0.5245419965328487,2024-09-17 05:49:07.165642,2024-09-17 05:51:57.901416,0 days 00:02:50.735774,32,320,192,0.30000000000000004,4,0.4,0.1,0.001,32,COMPLETE
56,0.7496658267486542,2024-09-17 05:51:57.914131,2024-09-17 06:12:53.233029,0 days 00:20:55.318898,32,128,256,0.1,4,0.2,0.1,1e-05,16,COMPLETE
57,0.44272218312931255,2024-09-17 06:12:53.246428,2024-09-17 06:20:04.878897,0 days 00:07:11.632469,16,192,64,0.2,5,0.4,0.1,1e-06,8,COMPLETE
58,0.48841240322134005,2024-09-17 06:20:04.892264,2024-09-17 06:20:43.195107,0 days 00:00:38.302843,32,256,256,0.2,4,0.30000000000000004,0.1,0.005,16,COMPLETE
59,0.6881591001339064,2024-09-17 06:20:43.208755,2024-09-17 06:34:39.824566,0 days 00:13:56.615811,48,320,256,0.1,4,0.5,0.2,5e-06,16,COMPLETE
60,0.5762782749215718,2024-09-17 06:34:39.838308,2024-09-17 06:51:20.482973,0 days 00:16:40.644665,64,320,128,0.30000000000000004,3,0.2,0.1,1e-07,16,COMPLETE
61,0.7857617537943304,2024-09-17 06:51:20.496658,2024-09-17 07:05:39.526997,0 days 00:14:19.030339,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
62,0.7857617537943304,2024-09-17 07:05:39.539862,2024-09-17 07:20:00.909254,0 days 00:14:21.369392,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
63,0.7857617537943304,2024-09-17 07:20:00.922324,2024-09-17 07:34:21.548979,0 days 00:14:20.626655,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
64,0.7857617537943304,2024-09-17 07:34:21.562658,2024-09-17 07:48:41.619464,0 days 00:14:20.056806,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
65,0.7857617537943304,2024-09-17 07:48:41.632489,2024-09-17 08:03:03.143095,0 days 00:14:21.510606,32,320,256,0.2,4,0.30000000000000004,0.1,0.0001,16,COMPLETE
66,0.7297990550685274,2024-09-17 08:03:03.156469,2024-09-17 08:25:40.413999,0 days 00:22:37.257530,32,320,256,0.4,5,0.30000000000000004,0.1,0.0001,8,COMPLETE
67,0.7818250530125144,2024-09-17 08:25:40.427613,2024-09-17 08:40:12.745856,0 days 00:14:32.318243,32,320,256,0.2,4,0.4,0.1,0.0001,32,COMPLETE
68,0.7112453862990628,2024-09-17 08:40:12.758994,2024-09-17 08:45:46.478062,0 days 00:05:33.719068,32,192,192,0.30000000000000004,4,0.30000000000000004,0.0,0.0005,16,COMPLETE
69,0.7133172841660439,2024-09-17 08:45:46.491450,2024-09-17 08:59:39.837188,0 days 00:13:53.345738,64,128,256,0.5,3,0.5,0.1,0.0001,16,COMPLETE
70,0.7774666941054637,2024-09-17 08:59:39.850879,2024-09-17 09:19:42.970140,0 days 00:20:03.119261,16,256,64,0.1,4,0.4,0.2,5e-05,16,COMPLETE
71,0.7857617537943304,2024-09-17 09:19:42.983339,2024-09-17 09:34:08.237460,0 days 00:14:25.254121,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
72,0.7857617537943304,2024-09-17 09:34:08.250327,2024-09-17 09:48:34.792253,0 days 00:14:26.541926,32,320,256,0.2,4,0.4,0.1,0.0001,16,COMPLETE
73,0.7857617537943304,2024-09-17 09:48:34.805539,2024-09-17 10:03:02.341610,0 days 00:14:27.536071,32,320,256,0.2,4,0.1,0.1,0.0001,16,COMPLETE
74,,2024-09-17 10:03:02.355232,2024-09-17 10:04:05.060524,0 days 00:01:02.705292,32,320,256,0.2,4,0.4,0.1,0.001,16,FAIL
75,,2024-09-17 10:04:05.072254,2024-09-17 10:04:43.301025,0 days 00:00:38.228771,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
76,,2024-09-17 10:04:43.312143,2024-09-17 10:05:21.162113,0 days 00:00:37.849970,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
77,,2024-09-17 10:05:21.174073,2024-09-17 10:05:59.245352,0 days 00:00:38.071279,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
78,,2024-09-17 10:05:59.257236,2024-09-17 10:06:37.192331,0 days 00:00:37.935095,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
79,,2024-09-17 10:06:37.203396,2024-09-17 10:07:15.394335,0 days 00:00:38.190939,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
80,,2024-09-17 10:07:15.406145,2024-09-17 10:08:18.233914,0 days 00:01:02.827769,32,320,256,0.2,4,0.4,0.1,0.001,16,FAIL
81,,2024-09-17 10:08:18.245762,2024-09-17 10:08:56.579125,0 days 00:00:38.333363,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
82,,2024-09-17 10:08:56.591057,2024-09-17 10:09:34.730153,0 days 00:00:38.139096,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
83,,2024-09-17 10:09:34.742076,2024-09-17 10:10:12.929205,0 days 00:00:38.187129,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
84,,2024-09-17 10:10:12.941094,2024-09-17 10:10:50.947380,0 days 00:00:38.006286,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
85,,2024-09-17 10:10:50.959294,2024-09-17 10:11:29.147086,0 days 00:00:38.187792,32,320,256,0.2,4,0.4,0.1,0.005,16,FAIL
86,0.6999449011254965,2024-09-17 10:11:29.159009,2024-09-17 10:32:39.178174,0 days 00:21:10.019165,32,320,256,0.2,4,0.4,0.1,5e-06,16,COMPLETE
87,,2024-09-17 10:32:39.191793,2024-09-17 10:33:17.339791,0 days 00:00:38.147998,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
88,,2024-09-17 10:33:17.351796,2024-09-17 10:34:20.178331,0 days 00:01:02.826535,32,320,256,0.2,4,0.30000000000000004,0.1,0.001,16,FAIL
89,,2024-09-17 10:34:20.190624,2024-09-17 10:35:22.866806,0 days 00:01:02.676182,32,320,256,0.2,4,0.30000000000000004,0.1,0.001,16,FAIL
90,,2024-09-17 10:35:22.879032,2024-09-17 10:36:01.078243,0 days 00:00:38.199211,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
91,,2024-09-17 10:36:01.089505,2024-09-17 10:36:38.945685,0 days 00:00:37.856180,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
92,,2024-09-17 10:36:38.957648,2024-09-17 10:37:17.170188,0 days 00:00:38.212540,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
93,,2024-09-17 10:37:17.182309,2024-09-17 10:37:55.443725,0 days 00:00:38.261416,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
94,,2024-09-17 10:37:55.456525,2024-09-17 10:38:33.765278,0 days 00:00:38.308753,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
95,,2024-09-17 10:38:33.777276,2024-09-17 10:39:11.835944,0 days 00:00:38.058668,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
96,,2024-09-17 10:39:11.848127,2024-09-17 10:40:14.918963,0 days 00:01:03.070836,32,320,256,0.2,4,0.30000000000000004,0.1,0.001,16,FAIL
97,,2024-09-17 10:40:14.931251,2024-09-17 10:41:17.565829,0 days 00:01:02.634578,32,320,256,0.2,4,0.30000000000000004,0.1,0.001,16,FAIL
98,,2024-09-17 10:41:17.577808,2024-09-17 10:42:20.248990,0 days 00:01:02.671182,32,320,256,0.2,4,0.30000000000000004,0.1,0.001,16,FAIL
99,,2024-09-17 10:42:20.260874,2024-09-17 10:42:58.306513,0 days 00:00:38.045639,32,320,256,0.2,4,0.30000000000000004,0.1,0.005,16,FAIL
